date,category,income,expenses,balance,transaction_type
2024-02-22,airtime,,-15.0,176.61,Other
2024-02-22,food,,-20.0,191.61,Peer Transfer
2024-02-22,transport,,-60.0,211.61,Peer Transfer
2024-02-22,airtime,,-15.0,271.61,Other
2024-02-22,family,,-100.0,286.61,Other
2024-02-22,food,,-30.0,386.61,Small Business Payment
2024-02-22,airtime,,-15.0,416.61,Other
2024-02-22,supermarket expenses,,-70.0,431.61,Merchant Purchase
2024-02-22,transport,,-30.0,501.61,Peer Transfer
2024-02-22,family,350.0,,531.61,Other
2024-02-21,philanthropy,,-30.0,181.61,Merchant Purchase
2024-02-21,transport,,-50.0,211.61,Peer Transfer
2024-02-21,transport,,-50.0,261.61,Peer Transfer
2024-02-21,airtime,,-10.0,311.61,Airtime / Data
2024-02-21,electricity,,-25.0,321.61,Paybill / Utility Payment
2024-02-21,electricity,,-50.0,346.61,Paybill / Utility Payment
2024-02-20,food,,-40.0,396.61,Peer Transfer
2024-02-20,cash deposit,500.0,,506.61,Other
2024-02-19,transport,,-50.0,6.61,Peer Transfer
2024-02-19,savings withdrawal,10.0,,56.61,Other
2024-02-19,other expenses,,-70.0,46.61,Peer Transfer
2024-02-19,kcb,100.0,,116.61,Other
2024-02-19,airtime,,-5.0,16.61,Airtime / Data
2024-02-19,personal expenditures,,-600.0,21.61,Merchant Purchase
2024-02-19,savings withdrawal,400.0,,621.61,Other
2024-02-19,transaction cost,,-11.0,221.61,Other
2024-02-19,transport,,-50.0,232.61,Agent Cash Withdrawal
2024-02-19,personal expenditures,,-80.0,282.61,Peer Transfer
2024-02-19,airtime,,-15.0,62.61,Other
2024-02-19,transaction cost,,-7.0,77.61,Transaction Cost
2024-02-19,friends,,-125.0,84.61,Peer Transfer
2024-02-19,airtime,,-10.0,209.61,Airtime / Data
2024-02-19,transport,,-50.0,219.61,Small Business Payment
2024-02-19,transport,,-50.0,269.61,Peer Transfer
2024-02-19,sent to friends,,-50.0,319.61,Peer Transfer
2024-02-19,family,350.0,,369.61,Other
2024-02-19,savings deposit,,-700.0,19.61,Other
2024-02-18,airtime,,-10.0,719.61,Paybill / Utility Payment
2024-02-17,airtime,,-10.0,729.61,Paybill / Utility Payment
2024-02-17,airtime,,-20.0,739.61,Paybill / Utility Payment
2024-02-17,supermarket expenses,,-70.0,759.61,Merchant Purchase
2024-02-17,airtime,,-5.0,829.61,Airtime / Data
2024-02-17,airtime,,-15.0,834.61,Other
2024-02-17,airtime,,-15.0,849.61,Other
2024-02-16,supermarket expenses,,-70.0,864.61,Merchant Purchase
2024-02-16,airtime,,-15.0,934.61,Other
2024-02-15,supermarket expenses,,-120.0,949.61,Merchant Purchase
2024-02-14,sent to friends,,-100.0,1069.61,Peer Transfer
2024-02-14,transport,,-50.0,1169.61,Peer Transfer
2024-02-14,airtime,,-15.0,1219.61,Other
2024-02-14,philanthropy,,-50.0,1234.61,Merchant Purchase
2024-02-14,airtime,,-15.0,1284.61,Other
2024-02-14,food,,-80.0,1299.61,Peer Transfer
2024-02-14,transaction cost,,-7.0,1379.61,Transaction Cost
2024-02-14,food,,-130.0,1386.61,Peer Transfer
2024-02-14,airtime,,-10.0,1516.61,Airtime / Data
2024-02-14,transport,,-50.0,1526.61,Peer Transfer
2024-02-14,transport,,-50.0,1576.61,Small Business Payment
2024-02-14,food,,-30.0,1626.61,Small Business Payment
2024-02-14,airtime,,-20.0,1656.61,Airtime / Data
2024-02-14,transport,,-50.0,1676.61,Peer Transfer
2024-02-14,electricity,,-50.0,1726.61,Paybill / Utility Payment
2024-02-13,airtime,,-10.0,1776.61,Airtime / Data
2024-02-13,transaction cost,,-7.0,1786.61,Transaction Cost
2024-02-13,transport,,-310.0,1793.61,Peer Transfer
2024-02-13,airtime,,-15.0,2103.61,Other
2024-02-13,transaction cost,,-25.0,2118.61,Transaction Cost
2024-02-13,drycleaners,,-2700.0,2143.61,Paybill / Utility Payment
2024-02-13,airtime,,-10.0,4843.61,Airtime / Data
2024-02-13,other expenses,,-20.0,5189.61,Peer Transfer
2024-02-13,family,5000.0,,5209.61,Other
2024-02-13,food,,-90.0,209.61,Merchant Purchase
2024-02-13,airtime,,-15.0,299.61,Other
2024-02-13,other expenses,,-50.0,314.61,Small Business Payment
2024-02-13,airtime,,-20.0,364.61,Airtime / Data
2024-02-13,transport,,-50.0,384.61,Peer Transfer
2024-02-13,family,360.0,,434.61,Other
2024-02-12,airtime,,-15.0,74.61,Other
2024-02-12,airtime,,-15.0,89.61,Other
2024-02-12,airtime,,-15.0,104.61,Other
2024-02-12,transport,,-50.0,119.61,Peer Transfer
2024-02-12,transaction cost,,-7.0,169.61,Transaction Cost
2024-02-12,health,,-200.0,176.61,Peer Transfer
2024-02-12,transport,,-40.0,376.61,Peer Transfer
2024-02-12,health,,-150.0,416.61,Merchant Purchase
2024-02-12,supermarket expenses,,-658.0,566.61,Merchant Purchase
2024-02-12,family,600.0,,1224.61,Other
2024-02-12,family,310.0,,624.61,Other
2024-02-12,airtime,,-15.0,314.61,Other
2024-02-12,food,,-80.0,329.61,Paybill / Utility Payment
2024-02-12,airtime,,-15.0,429.61,Other
2024-02-12,airtime,,-15.0,444.61,Other
2024-02-12,transport,,-50.0,459.61,Small Business Payment
2024-02-12,airtime,,-20.0,509.61,Airtime / Data
2024-02-12,transport,,-50.0,529.61,Other
2024-02-12,family,400.0,,579.61,Other
2024-02-12,airtime,,-20.0,179.61,Airtime / Data
2024-02-11,airtime,,-15.0,199.61,Other
2024-02-11,supermarket expenses,,-80.0,239.61,Merchant Purchase
2024-02-11,food,,-45.0,319.61,Merchant Purchase
2024-02-11,airtime,,-5.0,364.61,Airtime / Data
2024-02-10,transport,,-90.0,369.61,Peer Transfer
2024-02-10,supermarket expenses,,-65.0,459.61,Merchant Purchase
2024-02-10,airtime,,-15.0,524.61,Other
2024-02-10,airtime,,-15.0,539.61,Other
2024-02-10,supermarket expenses,,-70.0,554.61,Merchant Purchase
2024-02-10,airtime,,-15.0,624.61,Other
2024-02-10,supermarket expenses,,-60.0,639.61,Merchant Purchase
2024-02-10,airtime,,-5.0,699.61,Airtime / Data
2024-02-09,airtime,,-10.0,704.61,Airtime / Data
2024-02-09,health,,-135.0,714.61,Merchant Purchase
2024-02-09,health,,-90.0,849.61,Merchant Purchase
2024-02-09,transport,,-50.0,939.61,Peer Transfer
2024-02-09,health,,-200.0,989.61,Merchant Purchase
2024-02-09,family,200.0,,1189.61,Other
2024-02-09,transport,,-50.0,989.61,Peer Transfer
2024-02-09,sent to friends,,-65.0,1039.61,Peer Transfer
2024-02-09,personal expenditures,,-200.0,1126.61,Peer Transfer
2024-02-09,airtime,,-15.0,1326.61,Other
2024-02-09,airtime,,-20.0,1341.61,Airtime / Data
2024-02-09,transport,,-30.0,1371.61,Peer Transfer
2024-02-09,transport,,-50.0,1401.61,Peer Transfer
2024-02-09,supermarket expenses,,-15.0,1451.61,Merchant Purchase
2024-02-09,family,1029.0,,1466.61,Other
2024-02-08,family,350.0,,437.61,Other
2024-02-08,airtime,,-5.0,87.61,Airtime / Data
2024-02-07,electricity,,-25.0,92.61,Paybill / Utility Payment
2024-02-07,transport,,-30.0,117.61,Peer Transfer
2024-02-07,transport,,-50.0,147.61,Small Business Payment
2024-02-07,supermarket expenses,,-124.0,197.61,Merchant Purchase
2024-02-07,transport,,-30.0,321.61,Peer Transfer
2024-02-06,family,310.0,,351.61,Other
2024-02-05,airtime,,-30.0,41.61,Paybill / Utility Payment
2024-02-05,airtime,,-20.0,71.61,Airtime / Data
2024-02-05,food,,-70.0,91.61,Small Business Payment
2024-02-05,kcb,150.0,,161.61,Other
2024-02-05,airtime,,-20.0,11.61,Airtime / Data
2024-02-05,food,,-90.0,31.61,Peer Transfer
2024-02-05,kcb,100.0,,121.61,Other
2024-02-05,airtime,,-5.0,21.61,Airtime / Data
2024-02-05,transport,,-50.0,26.61,Small Business Payment
2024-02-04,supermarket expenses,,-35.0,76.61,Merchant Purchase
2024-02-04,kcb,100.0,,111.61,Other
2024-02-03,supermarket expenses,,-80.0,11.61,Merchant Purchase
2024-02-03,transaction cost,,-7.0,91.61,Transaction Cost
2024-02-03,personal expenditures,,-300.0,98.61,Peer Transfer
2024-02-03,family,300.0,,398.61,Other
2024-02-03,airtime,,-15.0,98.61,Other
2024-02-03,kcb,100.0,,113.61,Other
2024-02-03,airtime,,-5.0,13.61,Airtime / Data
2024-02-03,other expenses,,-15.0,18.61,Peer Transfer
2024-02-03,airtime,,-15.0,33.61,Other
2024-02-02,philanthropy,,-30.0,48.61,Merchant Purchase
2024-02-02,airtime,,-20.0,78.61,Paybill / Utility Payment
2024-02-02,airtime,,-10.0,98.61,Paybill / Utility Payment
2024-02-02,transport,,-60.0,108.61,Peer Transfer
2024-02-02,health,,-100.0,168.61,Small Business Payment
2024-02-02,crotchet,,-340.0,268.61,Merchant Purchase
2024-02-02,kcb,200.0,,608.61,Other
2024-02-02,savings withdrawal,150.0,,408.61,Other
2024-02-02,transaction cost,,-11.0,258.61,Other
2024-02-02,other expenses,,-100.0,269.61,Agent Cash Withdrawal
2024-02-02,other expenses,,-900.0,369.61,Merchant Purchase
2024-02-02,kcb,400.0,,1269.61,Other
2024-02-02,airtime,,-5.0,869.61,Airtime / Data
2024-02-02,airtime,,-15.0,874.61,Other
2024-02-02,food,,-100.0,889.61,Peer Transfer
2024-02-02,transport,,-50.0,989.61,Peer Transfer
2024-02-02,transport,,-50.0,1039.61,Peer Transfer
2024-02-02,airtime,,-20.0,1089.61,Airtime / Data
2024-02-02,transport,,-50.0,1109.61,Peer Transfer
2024-02-02,family,1000.0,,1159.61,Other
2024-02-02,friends,150.0,,159.61,Other
2024-02-01,airtime,,-5.0,9.61,Airtime / Data
2024-02-01,transport,,-50.0,14.61,Peer Transfer
2024-02-01,savings withdrawal,20.0,,64.61,Other
2024-02-01,other expenses,,-10.0,44.61,Peer Transfer
2024-02-01,savings withdrawal,50.0,,54.61,Other
2024-02-01,other expenses,,-100.0,4.61,Small Business Payment
2024-02-01,food,,-50.0,104.61,Merchant Purchase
2024-02-01,family,140.0,,154.61,Other
2024-02-01,airtime,,-20.0,14.61,Airtime / Data
2024-02-01,food,,-50.0,34.61,Small Business Payment
2024-02-01,transport,,-50.0,84.61,Other
2024-01-31,food,,-70.0,134.61,Peer Transfer
2024-01-31,airtime,,-20.0,204.61,Airtime / Data
2024-01-31,other expenses,,-50.0,224.61,Small Business Payment
2024-01-31,transport,,-50.0,274.61,Peer Transfer
2024-01-31,savings withdrawal,300.0,,324.61,Other
2024-01-30,savings deposit,,-200.0,24.61,Other
2024-01-30,supermarket expenses,,-25.0,224.61,Merchant Purchase
2024-01-30,transport,,-50.0,249.61,Peer Transfer
2024-01-30,food,,-160.0,299.61,Merchant Purchase
2024-01-30,airtime,,-10.0,459.61,Airtime / Data
2024-01-30,family,300.0,,469.61,Other
2024-01-29,airtime,,-20.0,169.61,Airtime / Data
2024-01-29,transaction cost,,-7.0,189.61,Transaction Cost
2024-01-29,other expenses,,-290.0,196.61,Peer Transfer
2024-01-29,family,270.0,,486.61,Other
2024-01-29,family,150.0,,216.61,Other
2024-01-29,supermarket expenses,,-170.0,66.61,Merchant Purchase
2024-01-29,family,200.0,,236.61,Other
2024-01-29,airtime,,-5.0,36.61,Airtime / Data
2024-01-29,transport,,-50.0,41.61,Small Business Payment
2024-01-29,airtime,,-5.0,91.61,Airtime / Data
2024-01-29,food,,-50.0,96.61,Merchant Purchase
2024-01-29,savings withdrawal,100.0,,146.61,Other
2024-01-29,other expenses,,-100.0,46.61,Small Business Payment
2024-01-29,family,150.0,,176.61,Other
2024-01-29,airtime,,-5.0,26.61,Airtime / Data
2024-01-28,transport,,-50.0,31.61,Peer Transfer
2024-01-28,savings withdrawal,50.0,,81.61,Other
2024-01-28,transport,,-40.0,31.61,Peer Transfer
2024-01-28,transport,,-50.0,71.61,Peer Transfer
2024-01-28,savings withdrawal,100.0,,121.61,Other
2024-01-28,airtime,,-10.0,21.61,Paybill / Utility Payment
2024-01-28,airtime,,-10.0,31.61,Paybill / Utility Payment
2024-01-28,airtime,,-5.0,41.61,Other
2024-01-28,airtime,,-5.0,46.61,Other
2024-01-28,church,,-50.0,51.61,Paybill / Utility Payment
2024-01-28,supermarket expenses,,-160.0,101.61,Merchant Purchase
2024-01-28,savings withdrawal,200.0,,261.61,Other
2024-01-27,friends,,-100.0,61.61,Peer Transfer
2024-01-27,savings withdrawal,100.0,,161.61,Other
2024-01-27,airtime,,-25.0,61.61,Airtime / Data
2024-01-26,transport,,-50.0,86.61,Peer Transfer
2024-01-26,health,,-20.0,136.61,Merchant Purchase
2024-01-26,airtime,,-5.0,156.61,Airtime / Data
2024-01-26,transport,,-30.0,161.61,Peer Transfer
2024-01-26,transaction cost,,-10.0,191.61,Transaction Cost
2024-01-26,kcb,,-890.0,201.61,Paybill / Utility Payment
2024-01-26,kcb,,-100.0,1091.61,Paybill / Utility Payment
2024-01-26,airtime,,-15.0,1191.61,Other
2024-01-26,other expenses,,-50.0,1206.61,Small Business Payment
2024-01-26,transport,,-50.0,1256.61,Peer Transfer
2024-01-26,family,1000.0,,1306.61,Other
2024-01-26,family,300.0,,306.61,Other
2024-01-26,airtime,,-5.0,6.61,Airtime / Data
2024-01-25,savings deposit,,-200.0,11.61,Other
2024-01-25,supermarket expenses,,-45.0,211.61,Merchant Purchase
2024-01-25,transport,,-50.0,256.61,Peer Transfer
2024-01-25,transport,,-30.0,306.61,Small Business Payment
2024-01-25,family,200.0,,336.61,Other
2024-01-25,transport,,-40.0,136.61,Peer Transfer
2024-01-25,food,,-20.0,176.61,Peer Transfer
2024-01-25,food,,-90.0,196.61,Peer Transfer
2024-01-25,airtime,,-15.0,286.61,Other
2024-01-25,transport,,-50.0,301.61,Peer Transfer
2024-01-24,airtime,,-15.0,386.61,Other
2024-01-24,food,,-80.0,401.61,Peer Transfer
2024-01-24,savings deposit,,-500.0,481.61,Other
2024-01-24,airtime,,-5.0,981.61,Airtime / Data
2024-01-24,transport,,-30.0,986.61,Peer Transfer
2024-01-24,airtime,,-20.0,1016.61,Airtime / Data
2024-01-23,supermarket expenses,,-20.0,1036.61,Merchant Purchase
2024-01-23,airtime,,-10.0,1056.61,Paybill / Utility Payment
2024-01-23,transport,,-40.0,1066.61,Peer Transfer
2024-01-23,food,,-30.0,1106.61,Merchant Purchase
2024-01-23,supermarket expenses,,-231.0,1136.61,Merchant Purchase
2024-01-22,electricity,,-50.0,1372.61,Paybill / Utility Payment
2024-01-22,electricity,,-55.0,1422.61,Paybill / Utility Payment
2024-01-22,electricity,,-30.0,1477.61,Paybill / Utility Payment
2024-01-22,electricity,,-25.0,1507.61,Paybill / Utility Payment
2024-01-22,transaction cost,,-7.0,1532.61,Transaction Cost
2024-01-22,friends,,-300.0,1539.61,Peer Transfer
2024-01-22,health,,-950.0,1839.61,Merchant Purchase
2024-01-22,supermarket expenses,,-475.0,2789.61,Merchant Purchase
2024-01-22,family,3052.0,,3264.61,Other
2024-01-22,airtime,,-5.0,212.61,Airtime / Data
2024-01-22,airtime,,-20.0,217.61,Airtime / Data
2024-01-22,transport,,-50.0,237.61,Small Business Payment
2024-01-22,transport,,-50.0,287.61,Peer Transfer
2024-01-22,family,300.0,,337.61,Other
2024-01-20,supermarket expenses,,-5.0,37.61,Merchant Purchase
2024-01-20,airtime,,-5.0,42.61,Airtime / Data
2024-01-19,electricity,,-25.0,47.61,Paybill / Utility Payment
2024-01-19,philanthropy,,-30.0,72.61,Merchant Purchase
2024-01-19,supermarket expenses,,-55.0,102.61,Merchant Purchase
2024-01-19,transport,,-30.0,157.61,Peer Transfer
2024-01-19,family,150.0,,187.61,Other
2024-01-19,food,,-80.0,37.61,Peer Transfer
2024-01-19,airtime,,-20.0,117.61,Airtime / Data
2024-01-19,other expenses,,-40.0,137.61,Small Business Payment
2024-01-19,airtime,,-15.0,177.61,Other
2024-01-19,airtime,,-15.0,192.61,Other
2024-01-19,family,150.0,,207.61,Other
2024-01-19,food,,-50.0,57.61,Small Business Payment
2024-01-19,transport,,-50.0,107.61,Peer Transfer
2024-01-19,kcb,150.0,,157.61,Other
2024-01-18,transport,,-50.0,12.61,Peer Transfer
2024-01-18,transport,,-40.0,62.61,Peer Transfer
2024-01-18,food,,-40.0,102.61,Merchant Purchase
2024-01-18,airtime,,-5.0,142.61,Airtime / Data
2024-01-18,transport,,-50.0,147.61,Peer Transfer
2024-01-18,family,150.0,,197.61,Other
2024-01-17,electricity,,-25.0,47.61,Paybill / Utility Payment
2024-01-17,savings withdrawal,50.0,,72.61,Other
2024-01-16,supermarket expenses,,-165.0,22.61,Merchant Purchase
2024-01-16,health,,-90.0,187.61,Merchant Purchase
2024-01-16,savings withdrawal,100.0,,277.61,Other
2024-01-16,family,150.0,,177.61,Other
2024-01-16,airtime,,-15.0,27.61,Other
2024-01-15,transport,,-50.0,42.61,Peer Transfer
2024-01-15,transport,,-70.0,92.61,Peer Transfer
2024-01-15,friends,100.0,,162.61,Other
2024-01-15,transaction cost,,-7.0,62.61,Transaction Cost
2024-01-15,transport,,-270.0,69.61,Peer Transfer
2024-01-15,friends,300.0,,339.61,Other
2024-01-15,airtime,,-20.0,39.61,Transaction Cost
2024-01-15,food,,-2200.0,59.61,Paybill / Utility Payment
2024-01-15,friends,400.0,,2259.61,Other
2024-01-15,savings withdrawal,500.0,,1859.61,Other
2024-01-15,family,1000.0,,1359.61,Other
2024-01-15,transaction cost,,-13.0,359.61,Transaction Cost
2024-01-15,transport,,-520.0,372.61,Peer Transfer
2024-01-15,transport,,-50.0,892.61,Peer Transfer
2024-01-15,transport,,-70.0,942.61,Peer Transfer
2024-01-15,airtime,,-15.0,1012.61,Other
2024-01-15,airtime,,-25.0,1027.61,Paybill / Utility Payment
2024-01-15,supermarket expenses,,-85.0,1052.61,Merchant Purchase
2024-01-14,savings deposit,,-200.0,1137.61,Other
2024-01-14,savings withdrawal,670.0,,1337.61,Other
2024-01-14,savings withdrawal,650.0,,667.61,Other
2024-01-13,airtime,,-10.0,17.61,Paybill / Utility Payment
2024-01-13,transport,,-70.0,27.61,Peer Transfer
2024-01-13,airtime,,-15.0,97.61,Other
2024-01-13,savings withdrawal,100.0,,112.61,Other
2024-01-13,food,,-50.0,12.61,Paybill / Utility Payment
2024-01-13,transaction cost,,-10.0,62.61,Transaction Cost
2024-01-13,transport,,-800.0,72.61,Paybill / Utility Payment
2024-01-13,sent to friends,,-50.0,872.61,Peer Transfer
2024-01-13,food,,-600.0,922.61,Merchant Purchase
2024-01-13,other expenses,,-240.0,1522.61,Merchant Purchase
2024-01-13,family,1600.0,,1762.61,Other
2024-01-13,airtime,,-15.0,162.61,Other
2024-01-12,airtime,,-15.0,192.61,Other
2024-01-12,savings withdrawal,200.0,,207.61,Other
2024-01-12,airtime,,-20.0,7.61,Other
2024-01-12,food,,-40.0,27.61,Merchant Purchase
2024-01-12,food,,-40.0,67.61,Peer Transfer
2024-01-12,transaction cost,,-7.0,107.61,Transaction Cost
2024-01-12,other expenses,,-500.0,114.61,Peer Transfer
2024-01-12,family,530.0,,614.61,Other
2024-01-12,airtime,,-15.0,84.61,Other
2024-01-12,other expenses,,-435.0,99.61,Merchant Purchase
2024-01-12,savings withdrawal,500.0,,534.61,Other
2024-01-12,food,,-70.0,34.61,Merchant Purchase
2024-01-12,savings withdrawal,50.0,,104.61,Other
2024-01-12,airtime,,-15.0,54.61,Other
2024-01-12,airtime,,-15.0,69.61,Other
2024-01-11,airtime,,-15.0,84.61,Other
2024-01-11,airtime,,-15.0,99.61,Other
2024-01-11,airtime,,-15.0,114.61,Other
2024-01-11,airtime,,-15.0,129.61,Other
2024-01-11,airtime,,-15.0,144.61,Other
2024-01-10,airtime,,-15.0,159.61,Other
2024-01-10,airtime,,-15.0,174.61,Other
2024-01-10,airtime,,-6.0,189.61,Airtime / Data
2024-01-10,airtime,,-5.0,195.61,Airtime / Data
2024-01-10,savings withdrawal,200.0,,200.61,Other
2024-01-10,airtime,,-12.0,0.61,Airtime / Data
2024-01-10,airtime,,-20.0,12.61,Airtime / Data
2024-01-10,personal expenditures,,-600.0,32.61,Merchant Purchase
2024-01-10,savings withdrawal,500.0,,632.61,Other
2024-01-10,food,,-90.0,132.61,Merchant Purchase
2024-01-10,food,,-50.0,222.61,Small Business Payment
2024-01-10,food,,-100.0,272.61,Small Business Payment
2024-01-10,transaction cost,,-7.0,372.61,Transaction Cost
2024-01-10,personal expenditures,,-300.0,379.61,Peer Transfer
2024-01-10,savings withdrawal,500.0,,679.61,Other
2024-01-10,transaction cost,,-7.0,179.61,Transaction Cost
2024-01-10,food,,-150.0,186.61,Peer Transfer
2024-01-10,airtime,,-20.0,336.61,Airtime / Data
2024-01-10,airtime,,-10.0,356.61,Paybill / Utility Payment
2024-01-10,airtime,,-15.0,366.61,Other
2024-01-09,airtime,,-15.0,396.61,Other
2024-01-09,airtime,,-15.0,411.61,Other
2024-01-09,airtime,,-10.0,426.61,Other
2024-01-09,airtime,,-5.0,436.61,Airtime / Data
2024-01-09,other expenses,,-55.0,441.61,Peer Transfer
2024-01-09,airtime,,-20.0,496.61,Airtime / Data
2024-01-09,airtime,,-15.0,516.61,Other
2024-01-09,airtime,,-20.0,531.61,Airtime / Data
2024-01-09,airtime,,-15.0,551.61,Other
2024-01-09,airtime,,-15.0,566.61,Other
2024-01-08,airtime,,-15.0,581.61,Other
2024-01-08,airtime,,-15.0,596.61,Other
2024-01-08,airtime,,-15.0,611.61,Other
2024-01-08,airtime,,-15.0,626.61,Paybill / Utility Payment
2024-01-08,philanthropy,,-20.0,641.61,Merchant Purchase
2024-01-08,airtime,,-15.0,661.61,Other
2024-01-08,spotify,,-207.0,676.61,Other
2024-01-08,airtime,,-15.0,883.61,Other
2024-01-08,airtime,,-15.0,898.61,Other
2024-01-08,airtime,,-15.0,913.61,Other
2024-01-08,sent to family,,-150.0,928.61,Merchant Purchase
2024-01-08,sent to family,,-100.0,1078.61,Merchant Purchase
2024-01-08,transport,,-100.0,1178.61,Peer Transfer
2024-01-08,airtime,,-15.0,1278.61,Other
2024-01-08,transaction cost,,-7.0,1293.61,Transaction Cost
2024-01-08,transport,,-150.0,1300.61,Peer Transfer
2024-01-07,airtime,,-15.0,1450.61,Other
2024-01-07,airtime,,-15.0,1465.61,Other
2024-01-07,airtime,,-15.0,1480.61,Other
2024-01-07,transaction cost,,-7.0,1495.61,Transaction Cost
2024-01-07,transport,,-300.0,1502.61,Peer Transfer
2024-01-07,airtime,,-15.0,1802.61,Other
2024-01-07,airtime,,-15.0,1817.61,Other
2024-01-07,airtime,,-15.0,1832.61,Other
2024-01-07,transaction cost,,-5.0,1847.61,Transaction Cost
2024-01-07,sent to family,,-280.0,1852.61,Paybill / Utility Payment
2024-01-07,airtime,,-10.0,2132.61,Other
2024-01-07,other expenses,,-50.0,2142.61,Peer Transfer
2024-01-07,other expenses,,-80.0,2192.61,Peer Transfer
2024-01-07,airtime,,-15.0,2312.61,Other
2024-01-06,friends,20.0,,2327.61,Other
2024-01-06,airtime,,-15.0,2307.61,Other
2024-01-06,airtime,,-15.0,2322.61,Other
2024-01-06,airtime,,-15.0,2337.61,Other
2024-01-06,airtime,,-15.0,2352.61,Other
2024-01-06,airtime,,-15.0,2367.61,Other
2024-01-05,airtime,,-15.0,2382.61,Other
2024-01-05,airtime,,-15.0,2397.61,Other
2024-01-05,airtime,,-15.0,2412.61,Other
2024-01-05,transaction cost,,-2.0,2427.61,Transaction Cost
2024-01-05,other expenses,,-20.0,2429.61,Paybill / Utility Payment
2024-01-05,sent to family,,-95.0,2449.61,Merchant Purchase
2024-01-05,food,,-100.0,2544.61,Peer Transfer
2024-01-05,transaction cost,,-7.0,2644.61,Transaction Cost
2024-01-05,sent to family,,-200.0,2651.61,Small Business Payment
2024-01-05,sent to family,,-50.0,2851.61,Merchant Purchase
2024-01-05,sent to family,,-35.0,2901.61,Merchant Purchase
2024-01-05,sent to family,,-120.0,2936.61,Paybill / Utility Payment
2024-01-05,airtime,,-15.0,3056.61,Other
2024-01-05,airtime,,-10.0,3071.61,Paybill / Utility Payment
2024-01-05,other expenses,,-100.0,3081.61,Merchant Purchase
2024-01-05,other expenses,,-30.0,3181.61,Peer Transfer
2024-01-05,airtime,,-5.0,3211.61,Airtime / Data
2024-01-05,food,,-40.0,3216.61,Peer Transfer
2024-01-05,airtime,,-15.0,3256.61,Other
2024-01-05,airtime,,-20.0,3271.61,Other
2024-01-04,sent to family,,-10.0,3291.61,Peer Transfer
2024-01-04,philanthropy,,-30.0,3301.61,Merchant Purchase
2024-01-04,transport,,-100.0,3331.61,Peer Transfer
2024-01-04,airtime,,-15.0,3431.61,Other
2024-01-04,airtime,,-15.0,3446.61,Other
2024-01-04,airtime,,-15.0,3461.61,Other
2024-01-04,airtime,,-10.0,3476.61,Paybill / Utility Payment
2024-01-04,airtime,,-15.0,3486.61,Other
2024-01-04,transaction cost,,-33.0,3501.61,Transaction Cost
2024-01-04,sent to family,,-2029.0,3534.61,Peer Transfer
2024-01-04,savings deposit,,-4000.0,5563.61,Other
2024-01-04,transaction cost,,-10.0,9673.61,Transaction Cost
2024-01-04,sent to family,,-2290.0,13685.61,Merchant Purchase
2024-01-04,sent to family,,-100.0,15975.61,Peer Transfer
2024-01-04,airtime,,-15.0,16075.61,Other
2024-01-03,airtime,,-15.0,16090.61,Other
2024-01-03,airtime,,-15.0,16105.61,Other
2024-01-03,airtime,,-15.0,16120.61,Other
2024-01-03,airtime,,-15.0,16135.61,Other
2024-01-03,airtime,,-15.0,16150.61,Other
2024-01-03,airtime,,-15.0,16180.61,Other
2024-01-03,transaction cost,,-23.0,16195.61,Transaction Cost
2024-01-03,sent to family,,-1029.0,16218.61,Peer Transfer
2024-01-03,airtime,,-10.0,17262.61,Other
2024-01-03,airtime,,-15.0,17272.61,Other
2024-01-02,transaction cost,,-7.0,17332.61,Transaction Cost
2024-01-02,transport,,-150.0,17339.61,Peer Transfer
2024-01-02,transport,,-150.0,17496.61,Peer Transfer
2024-01-02,transaction cost,,-7.0,17646.61,Transaction Cost
2024-01-02,health,,-280.0,17653.61,Peer Transfer
2024-01-02,sent to family,,-1500.0,17956.61,Peer Transfer
2024-01-02,transaction cost,,-13.0,19456.61,Transaction Cost
2024-01-02,health,,-750.0,19469.61,Peer Transfer
2024-01-02,transport,,-50.0,20219.61,Peer Transfer
2024-01-02,family,20185.0,,20269.61,Other
2024-01-02,transport,,-50.0,84.61,Peer Transfer
2024-01-02,airtime,,-125.0,134.61,Other
2024-01-02,transport,,-50.0,259.61,Peer Transfer
2024-01-02,kcb,300.0,,309.61,Other
2024-01-02,health,,-65.0,9.61,Peer Transfer
2024-01-02,airtime,,-15.0,74.61,Other
2024-01-02,health,,-30.0,89.61,Peer Transfer
2024-01-01,airtime,,-15.0,119.61,Other
2024-01-01,airtime,,-15.0,134.61,Other
2024-01-01,airtime,,-15.0,164.61,Other
2024-01-01,airtime,,-30.0,179.61,Paybill / Utility Payment
2024-01-01,airtime,,-20.0,209.61,Other
2024-01-01,airtime,,-30.0,229.61,Paybill / Utility Payment
2024-01-01,airtime,,-15.0,259.61,Other
2024-01-01,airtime,,-15.0,274.61,Paybill / Utility Payment
2024-01-01,sent to family,,-50.0,289.61,Peer Transfer
2023-12-31,airtime,,-15.0,339.61,Other
2023-12-31,airtime,,-15.0,354.61,Other
2023-12-31,airtime,,-15.0,369.61,Other
2023-12-31,airtime,,-15.0,384.61,Other
2023-12-31,airtime,,-15.0,399.61,Other
2023-12-31,airtime,,-20.0,414.61,Other
2023-12-31,airtime,,-20.0,434.61,Paybill / Utility Payment
2023-12-31,airtime,,-15.0,454.61,Other
